PB.1	BM.1	LN.1	PB.2	BM.2	LN.2	PB.3	BM.3	LN.3	PB.4	PB.4.1	BM.4	LN.4	PB.8	BM.8	LN.8	PB.9	BM.9	LN.9	PB.10	BM.10	LN.10	PB.11	BM.11	LN.11	PB.12	BM.12	LN.12	PB.13	PB.13.1	BM.13	LN.13	PB.25	BM.25	LN.25	PB.26	BM.26	LN.26
1	-1.19353647493848	-1.1504342758177	2.34397075075618	-0.958664387999937	-0.999225812674127	1.95789020067406	-0.28336782161221	-0.53593337625167	0.81930119786388	-1.94568602332037	1.99727882956292	-2.12198443341632	2.07039162717378	-1.57642572286153	-2.44342284918836	4.0198485720499	-1.08638139029583	-1.68750272104318	2.77388411133902	-4.51009038077972	1.36016689026442	3.1499234905153	-0.620790222625907	-0.543340582574227	1.16413080520013	-0.345319636536717	-0.135867085297237	0.481186721833953	-1.53738519760423	-1.60497225782275	-1.4146787629622	4.55703621838919	-1.71192642254737	-1.58341755417517	3.29534397672254	-1.83560202291069	-1.1060529901489	2.94165501305959
2	-0.0564441380208667	0.108346269231693	-0.0519021312108268	-0.0236860778359134	-0.0442542332718632	0.0679403111077765	0.0376048454597435	0.0480211152452434	-0.0856259607049865	0.179972459342285	-0.036055004067435	-0.167001996010555	0.023084540735705	-0.101416431392063	-0.0944154284040533	0.195831859796117	-0.274558548444273	0.0764692862359566	0.198089262208316	-0.332008786649953	0.337051075649377	-0.00504228899942349	0.0702324147846234	-0.151593236573456	0.0813608217888335	0.0206904584982031	-0.0502133513988565	0.0295228929006535	0.0856487359328648	-0.157467155858805	-0.0398265537398852	0.111644973665825	-0.0665040595415269	-0.141934372998907	0.208438432540433	-0.0255718726660232	-0.0550387425661234	0.0806106152321466
3	-0.318605039709126	-2.08543841005726	2.40404344976638	-1.28487953644234	-1.30716842890601	2.59204796534835	-1.37270952310121	-0.19199186514909	1.5647013882503	-1.77760425753587	2.47165928220492	-2.96811710174815	2.2740620770791	-1.43750180267312	-1.62916682219625	3.06666862486936	-0.961556667106461	-1.87160999158833	2.83316665869479	-4.95328317440098	1.88718189280754	3.06610128159344	-1.66404556799666	-0.890532712558187	2.55457828055484	-1.051699051454	-0.914115113736596	1.96581416519059	-2.02048862519031	-1.85747666899184	-1.77097466099456	5.64893995517671	-2.79732444297202	-0.911898068490457	3.70922251146247	-2.24367316561725	-1.2631579333879	3.50683109900515
4	-0.610424824222879	-0.71370280074477	1.32412762496765	-0.529522656397497	-0.00434317547697649	0.533865831874473	-0.793760862510734	-0.144223823357764	0.937984685868496	-0.389703524270815	-0.091983293887445	-0.687148597406075	1.16883541556433	-1.19439821544859	-0.311544749877251	1.50594296532584	-0.15308515163601	-0.39288671035448	0.54597186199049	-1.10632637853009	0.503754544050136	0.602571834479956	-0.916472329711927	0.192162901239183	0.724309428472743	-0.55584903574559	-0.299377841272499	0.85522687701809	-0.760152843072532	-0.946973941510922	-0.163299627179453	1.87042641176291	-0.900657667045913	0.526508107950476	0.374149559095437	-0.78754508768119	-0.67044917232786	1.45799426000905
5	-0.578077365552534	-0.589604657890133	1.16768202344267	-0.559956658632337	-0.00350814702288638	0.563464805655224	-0.79265767925813	-0.52929087471073	1.32194855396886	-0.846774175097015	-0.154219996256995	-0.248114243240996	1.24910841459501	-1.14960723824567	-0.33051230437715	1.48011954262282	-0.280145112205967	0.0024241623215433	0.277720949884423	-1.16896967960729	0.639583758212663	0.529385921394623	-0.584914728413923	0.394723381040016	0.190191347373907	-0.62455824943718	-0.2057112757902	0.83026952522738	-1.04289982112931	-0.82394822706598	0.0739616087215405	1.79288643947375	-0.77479324119348	0.33467389164912	0.440119349544361	-0.784768117253154	-0.671422139234513	1.45619025648767
6	-0.562960917609063	-0.282539079985593	0.845499997594656	-0.519553811683339	0.112097975753469	0.40745583592987	-0.776162469904797	-0.062880518930676	0.839042988835473	-0.387477944445996	-0.0918007204143656	-0.582159017332906	1.06143768219326	-0.858427733042715	-0.273256690485127	1.13168442352784	-0.185851589149044	-0.150956902496374	0.336808491645417	-0.962206102839367	0.395360172174282	0.566845930665083	-0.640105039726388	0.00714935803824268	0.632955681688143	-0.260230031948167	-0.227215727210067	0.487445759158232	-0.497629711993124	-0.485117662958524	0.033943441027775	0.948803933923875	-0.858028978187653	0.320983566425127	0.537045411762527	-0.471448989209833	-0.217486835280733	0.688935824490567
7	0.0112044594640937	0.0034098604069337	-0.0146143198710265	-0.0488106503859429	-0.042524424601293	0.0913350749872368	-0.0442605134737999	-0.16555594688116	0.20981646035496	-0.222980575172028	-0.0188589384808884	-0.0138910412459579	0.255730554898872	-0.348623449051551	-0.24852653478767	0.59714998383922	-0.362089314944344	0.278897678268307	0.0831916366760366	-0.500221124890407	0.521702491938213	-0.0214813670478069	-0.32480295448748	0.0810187487562697	0.24378420573121	-0.0593185227931698	-0.0873477454420506	0.14666626823522	-0.352222493121367	-0.422045199289777	-0.189114724356077	0.963382416767223	-0.179168435793127	0.152066449212313	0.0271019865808135	-0.27683753425576	-0.46143629602184	0.7382738302776
8	-0.392901776268586	-0.0165481674641361	0.409449943732723	-0.166852524641797	-0.122643302390546	0.289495827032344	0.506490169773626	-0.444792453954854	-0.0616977158187737	-0.102321885227303	-0.0850543376991926	0.0677245465649463	0.119651676361547	-0.301705348501407	-0.217340867759447	0.519046216260852	0.069235020528847	0.120535252781677	-0.189770273310523	-0.628615948255757	0.297536921610583	0.331079026645173	-0.495161369773454	0.162919834464846	0.332241535308606	-0.229827120712979	-0.0516209787869109	0.28144809949989	-0.33558740378119	-0.58353140879009	0.0899635109811889	0.82915530159009	-0.450156712027834	0.0222417079872965	0.427915004040537	-0.27674073901141	-0.0501551920687904	0.3268959310802
9	-0.695203899624543	-0.473327020939583	1.16853092056413	-0.940795431382973	-0.121288494006053	1.06208392538903	-1.36673769533337	-0.127082134105954	1.49381982943933	-1.14308020611162	-0.0745401808587758	-0.509679550193115	1.7272999371635	-2.30687789374021	-0.26629270558291	2.57317059932312	0.407994998857257	-0.379297511107933	-0.0286974877493229	-1.72300975414054	0.870296327054274	0.852713427086264	-1.57656925237749	0.369589944757303	1.20697930762018	-0.37938157395476	-0.31759588357399	0.69697745752875	-1.22320960507662	-1.52422583479763	0.299203905838015	2.44823153403622	-1.50154789411321	-0.222320098155516	1.72386799226872	-0.821168957390694	-1.06054613502116	1.88171509241186
10	0.102232557126383	-0.173962763122397	0.0717302059960132	-0.238751197780673	-0.0724994281187334	0.311250625899406	-0.427161414639823	0.033993493811967	0.393167920827857	-0.76934184611258	1.77004714525921	-0.64850567529474	-0.35219962385189	-0.573086640720707	-0.363571299976137	0.936657940696843	-0.18365696645673	-1.43415594899268	1.61781291544941	-0.490396793344447	0.607869809437343	-0.117473016092897	-0.845719890402034	0.503481403080596	0.342238487321437	-0.508127865021577	-0.554513277226867	1.06264114224844	-0.108154413948812	-0.187818554268482	0.0158808798547176	0.280092088362577	-0.185715479528947	-0.311219953783487	0.496935433312433	0.0350265819835633	-0.142468538725057	0.107441956741493
